,filename,width,height,xmin,ymin,xmax,ymax,class
2187,20210501_160847_frame_3720.jpg,1280,720,782,342,849,423,motorcycle
288,20210501_150607_frame_12070.jpg,1280,720,0,237,392,534,car
4360,20210505_171959_frame_7500.jpg,1280,720,972,337,1135,539,motorcycle
5096,20210505_173347_frame_14760.jpg,1280,720,1128,305,1207,431,motorcycle
4585,20210505_173347_frame_12120.jpg,1280,720,640,324,731,399,car
4605,20210505_173347_frame_12240.jpg,1280,720,1087,317,1242,477,motorcycle
3841,20210505_165907_frame_18440.jpg,1280,720,651,284,746,385,car
4932,20210505_173347_frame_13860.jpg,1280,720,167,144,556,476,car
2358,20210501_160847_frame_5820.jpg,1280,720,749,327,824,397,car
2548,20210501_162114_frame_13990.jpg,1280,720,1017,345,1203,460,motorcycle
1380,20210501_154025_frame_320.jpg,1280,720,577,324,985,615,motorcycle
428,20210501_150607_frame_13450.jpg,1280,720,911,307,1117,441,car
1154,20210501_150607_frame_6730.jpg,1280,720,746,294,827,369,car
3110,20210503_154550_frame_2900.jpg,1280,720,1121,352,1182,535,person
2629,20210503_152226_frame_1440.jpg,1280,720,699,335,757,471,person
5727,20210505_173347_frame_610.jpg,1280,720,772,330,817,374,car
4953,20210505_173347_frame_13910.jpg,1280,720,0,4,451,650,car
1370,20210501_154025_frame_2800.jpg,1280,720,0,266,260,453,car
3184,20210503_154550_frame_4220.jpg,1280,720,490,350,535,393,car
6091,VID_20210429_144011_frame_13440.jpg,1280,720,791,278,1179,576,car
1853,20210501_160847_frame_1690.jpg,1280,720,915,292,1040,522,motorcycle
6099,VID_20210429_144011_frame_13510.jpg,1280,720,637,320,752,438,car
5112,20210505_173347_frame_14830.jpg,1280,720,145,303,344,441,car
6732,VID_20210429_155708_frame_6660.jpg,1280,720,422,290,490,351,car
650,20210501_150607_frame_4310.jpg,1280,720,599,368,783,468,car
5395,20210505_173347_frame_1670.jpg,1280,720,6,471,342,720,motorcycle
6544,VID_20210429_144011_frame_44270.jpg,1280,720,507,273,656,466,car
6677,VID_20210429_144011_frame_55310.jpg,1280,720,830,333,925,405,other vehicles
7008,VID_20210502_174603_frame_2270.jpg,1280,720,886,261,956,403,motorcycle
232,20210501_150607_frame_11930.jpg,1280,720,738,294,791,407,person
2670,20210503_152226_frame_16240.jpg,1280,720,969,302,1055,606,person
7240,VID_20210510_171657_frame_9950.jpg,1280,720,865,289,920,464,person
701,20210501_150607_frame_4420.jpg,1280,720,1138,316,1201,478,person
233,20210501_150607_frame_11930.jpg,1280,720,657,296,761,390,car
3995,20210505_165907_frame_22810.jpg,1280,720,960,296,1025,439,person
3807,20210505_165907_frame_18150.jpg,1280,720,646,303,751,416,car
348,20210501_150607_frame_13120.jpg,1280,720,696,305,735,344,car
4353,20210505_171959_frame_7160.jpg,1280,720,661,297,727,355,car
1269,20210501_150607_frame_9840.jpg,1280,720,1080,339,1133,416,motorcycle
1020,20210501_150607_frame_5410.jpg,1280,720,204,280,364,579,person
1727,20210501_154632_frame_1820.jpg,1280,720,277,270,347,561,person
2619,20210503_152226_frame_13210.jpg,1280,720,307,366,351,483,person
6872,VID_20210429_160703_frame_1240.jpg,1280,720,905,384,977,443,car
182,20210501_150607_frame_11790.jpg,1280,720,1018,239,1280,645,car
1661,20210501_154632_frame_170.jpg,1280,720,647,249,804,372,car
4689,20210505_173347_frame_1270.jpg,1280,720,658,331,695,426,motorcycle
3658,20210505_165907_frame_17000.jpg,1280,720,697,288,818,412,car
4981,20210505_173347_frame_1400.jpg,1280,720,924,330,966,400,motorcycle
2122,20210501_160847_frame_3010.jpg,1280,720,643,344,720,398,car
606,20210501_150607_frame_4040.jpg,1280,720,635,273,734,358,car
3162,20210503_154550_frame_4070.jpg,1280,720,530,351,618,448,car
339,20210501_150607_frame_13080.jpg,1280,720,733,314,776,354,car
341,20210501_150607_frame_13090.jpg,1280,720,735,316,782,355,car
2913,20210503_153255_frame_460.jpg,1280,720,1026,384,1201,684,person
3994,20210505_165907_frame_22800.jpg,1280,720,857,301,906,434,person
5458,20210505_173347_frame_1720.jpg,1280,720,386,412,529,609,motorcycle
6903,VID_20210430_155115_frame_32210.jpg,1280,720,867,214,1024,493,person
5580,20210505_173347_frame_1820.jpg,1280,720,479,286,626,559,person
4618,20210505_173347_frame_12330.jpg,1280,720,636,326,720,389,car
3017,20210503_153255_frame_950.jpg,1280,720,1108,414,1280,658,motorcycle
3228,20210503_154550_frame_4630.jpg,1280,720,1087,324,1162,564,person
3138,20210503_154550_frame_3140.jpg,1280,720,656,344,750,433,car
4108,20210505_165907_frame_26740.jpg,1280,720,854,338,940,481,motorcycle
4578,20210505_173347_frame_1210.jpg,1280,720,468,339,517,452,motorcycle
1344,20210501_154025_frame_2370.jpg,1280,720,977,318,1035,373,motorcycle
7044,VID_20210502_174603_frame_2670.jpg,1280,720,1029,182,1191,512,person
2694,20210503_152226_frame_3750.jpg,1280,720,264,385,312,499,person
5461,20210505_173347_frame_17280.jpg,1280,720,711,335,747,384,motorcycle
2207,20210501_160847_frame_4110.jpg,1280,720,682,332,755,405,car
4727,20210505_173347_frame_12870.jpg,1280,720,683,319,760,380,car
1145,20210501_150607_frame_6620.jpg,1280,720,836,324,875,400,motorcycle
2504,20210501_162114_frame_1090.jpg,1280,720,908,358,1072,531,motorcycle
2372,20210501_160847_frame_5860.jpg,1280,720,950,300,1232,475,car
6523,VID_20210429_144011_frame_44110.jpg,1280,720,482,204,695,494,car
4826,20210505_173347_frame_13310.jpg,1280,720,572,320,664,390,car
1966,20210501_160847_frame_2190.jpg,1280,720,292,329,413,431,car
223,20210501_150607_frame_11910.jpg,1280,720,891,287,956,438,person
750,20210501_150607_frame_4530.jpg,1280,720,469,308,557,340,car
4358,20210505_171959_frame_7490.jpg,1280,720,837,327,900,424,motorcycle
3730,20210505_165907_frame_17490.jpg,1280,720,899,331,933,412,motorcycle
3007,20210503_153255_frame_910.jpg,1280,720,800,353,917,472,motorcycle
319,20210501_150607_frame_12970.jpg,1280,720,769,307,806,335,car
5333,20210505_173347_frame_1600.jpg,1280,720,321,480,554,685,motorcycle
4303,20210505_171959_frame_5810.jpg,1280,720,763,328,789,387,motorcycle
656,20210501_150607_frame_4330.jpg,1280,720,290,313,653,514,car
2787,20210503_153255_frame_20090.jpg,1280,720,1187,312,1279,624,person
6244,VID_20210429_144011_frame_1700.jpg,1280,720,967,275,1017,379,person
5541,20210505_173347_frame_1790.jpg,1280,720,68,319,208,696,person
281,20210501_150607_frame_12050.jpg,1280,720,783,309,806,359,person
2112,20210501_160847_frame_2910.jpg,1280,720,625,346,661,376,car
4816,20210505_173347_frame_13270.jpg,1280,720,568,328,661,405,car
2354,20210501_160847_frame_5800.jpg,1280,720,711,336,761,395,car
2565,20210501_162114_frame_14160.jpg,1280,720,871,307,925,448,person
3253,20210503_154550_frame_5880.jpg,1280,720,659,353,694,397,motorcycle
5081,20210505_173347_frame_1460.jpg,1280,720,632,300,825,481,car
5447,20210505_173347_frame_1710.jpg,1280,720,683,335,739,442,motorcycle
3111,20210503_154550_frame_2900.jpg,1280,720,1004,382,1075,480,motorcycle
115,20210501_150607_frame_11480.jpg,1280,720,607,311,644,343,car
4888,20210505_173347_frame_13650.jpg,1280,720,898,322,955,415,motorcycle
3480,20210505_165907_frame_11420.jpg,1280,720,924,292,960,399,person
2875,20210503_153255_frame_2990.jpg,1280,720,421,389,481,550,other vehicles
6861,VID_20210429_160703_frame_1210.jpg,1280,720,25,298,299,451,car
2481,20210501_162114_frame_10790.jpg,1280,720,738,365,857,442,motorcycle
3095,20210503_154550_frame_2420.jpg,1280,720,436,355,462,446,person
3479,20210505_165907_frame_11420.jpg,1280,720,982,300,1024,391,person
3043,20210503_154550_frame_1300.jpg,1280,720,670,396,714,474,motorcycle
5517,20210505_173347_frame_1770.jpg,1280,720,506,363,587,421,motorcycle
2791,20210503_153255_frame_20440.jpg,1280,720,831,406,942,553,motorcycle
282,20210501_150607_frame_12050.jpg,1280,720,623,300,664,365,person
6886,VID_20210429_160703_frame_2090.jpg,1280,720,583,378,658,492,motorcycle
3268,20210503_154550_frame_6530.jpg,1280,720,738,388,801,476,motorcycle
4866,20210505_173347_frame_13550.jpg,1280,720,613,321,704,408,car
7124,VID_20210510_171657_frame_13720.jpg,1280,720,288,307,341,401,motorcycle
5964,VID_20210429_120705_frame_600.jpg,1920,1080,744,274,856,432,motorcycle
6338,VID_20210429_144011_frame_18750.jpg,1280,720,791,358,831,422,motorcycle
3422,20210505_165907_frame_10780.jpg,1280,720,604,287,689,473,person
2772,20210503_153255_frame_19900.jpg,1280,720,633,395,682,459,motorcycle
5193,20210505_173347_frame_1510.jpg,1280,720,152,296,410,672,person
3876,20210505_165907_frame_18700.jpg,1280,720,639,301,725,384,car
3685,20210505_165907_frame_17090.jpg,1280,720,43,323,148,631,person
4189,20210505_171959_frame_320.jpg,1280,720,722,325,741,364,motorcycle
1899,20210501_160847_frame_1960.jpg,1280,720,613,310,694,388,car
6828,VID_20210429_155708_frame_930.jpg,1280,720,634,330,690,372,car
2863,20210503_153255_frame_23160.jpg,1280,720,209,359,292,579,person
2679,20210503_152226_frame_2170.jpg,1280,720,366,384,416,465,motorcycle
3643,20210505_165907_frame_16900.jpg,1280,720,146,397,276,572,person
3247,20210503_154550_frame_5830.jpg,1280,720,555,364,578,408,motorcycle
254,20210501_150607_frame_11990.jpg,1280,720,0,230,344,636,car
334,20210501_150607_frame_13050.jpg,1280,720,664,311,697,339,car
6943,VID_20210502_174603_frame_11390.jpg,1280,720,936,255,1131,429,car
1964,20210501_160847_frame_2180.jpg,1280,720,805,317,951,405,car
5211,20210505_173347_frame_1520.jpg,1280,720,208,295,465,661,person
3136,20210503_154550_frame_3120.jpg,1280,720,634,350,687,406,car
2995,20210503_153255_frame_880.jpg,1280,720,540,417,580,494,person
7247,VID_20210510_171657_frame_9980.jpg,1280,720,505,309,570,365,car
3557,20210505_165907_frame_12380.jpg,1280,720,914,350,990,470,motorcycle
2543,20210501_162114_frame_13910.jpg,1280,720,800,350,853,433,motorcycle
4700,20210505_173347_frame_12750.jpg,1280,720,624,319,694,378,car
3074,20210503_154550_frame_2050.jpg,1280,720,638,388,692,468,motorcycle
3439,20210505_165907_frame_10840.jpg,1280,720,569,274,656,463,person
7105,VID_20210502_174603_frame_6150.jpg,1280,720,160,263,371,349,car
2553,20210501_162114_frame_14030.jpg,1280,720,399,357,518,417,car
6364,VID_20210429_144011_frame_18900.jpg,1280,720,743,314,844,411,car
3125,20210503_154550_frame_3010.jpg,1280,720,1124,369,1278,482,motorcycle
4324,20210505_171959_frame_6140.jpg,1280,720,1067,350,1280,606,motorcycle
1038,20210501_150607_frame_5480.jpg,1280,720,854,317,915,420,motorcycle
5208,20210505_173347_frame_15160.jpg,1280,720,111,318,155,354,car
6584,VID_20210429_144011_frame_47720.jpg,1280,720,1175,317,1211,355,other vehicles
137,20210501_150607_frame_11600.jpg,1280,720,232,247,277,391,person
2149,20210501_160847_frame_340.jpg,1280,720,620,339,665,380,car
4951,20210505_173347_frame_13910.jpg,1280,720,457,328,533,389,car
6738,VID_20210429_155708_frame_6680.jpg,1280,720,99,247,355,451,car
2647,20210503_152226_frame_15070.jpg,1280,720,812,393,843,464,motorcycle
3887,20210505_165907_frame_18760.jpg,1280,720,661,298,730,369,car
3623,20210505_165907_frame_16860.jpg,1280,720,498,344,540,412,person
5399,20210505_173347_frame_1680.jpg,1280,720,724,292,842,504,person
2710,20210503_152226_frame_3830.jpg,1280,720,946,289,1137,374,car
2274,20210501_160847_frame_4770.jpg,1280,720,605,352,645,419,person
4543,20210505_173347_frame_11930.jpg,1280,720,599,330,687,410,car
2800,20210503_153255_frame_20940.jpg,1280,720,917,349,970,470,person
1439,20210501_154632_frame_1020.jpg,1280,720,0,265,136,401,car
3848,20210505_165907_frame_1850.jpg,1280,720,765,309,792,360,motorcycle
1029,20210501_150607_frame_5460.jpg,1280,720,608,317,637,369,motorcycle
3967,20210505_165907_frame_2160.jpg,1280,720,172,286,442,399,car
6333,VID_20210429_144011_frame_18630.jpg,1280,720,857,321,900,468,person
1770,20210501_154632_frame_190.jpg,1280,720,503,253,607,366,car
2277,20210501_160847_frame_4780.jpg,1280,720,632,373,665,424,person
5747,20210505_173347_frame_7300.jpg,1280,720,256,381,469,519,motorcycle
142,20210501_150607_frame_11620.jpg,1280,720,548,299,611,357,car
5661,20210505_173347_frame_2460.jpg,1280,720,337,308,519,454,car
5323,20210505_173347_frame_160.jpg,1280,720,828,325,900,384,car
187,20210501_150607_frame_11800.jpg,1280,720,952,245,1280,567,car
3567,20210505_165907_frame_13530.jpg,1280,720,834,334,868,386,motorcycle
6076,VID_20210429_144011_frame_12740.jpg,1280,720,967,312,1042,529,person
1859,20210501_160847_frame_1710.jpg,1280,720,773,311,822,426,person
5258,20210505_173347_frame_15440.jpg,1280,720,531,323,597,384,car
191,20210501_150607_frame_11810.jpg,1280,720,562,289,680,402,car
5666,20210505_173347_frame_2470.jpg,1280,720,611,355,637,395,motorcycle
3721,20210505_165907_frame_17420.jpg,1280,720,669,294,769,399,car
1813,20210501_154632_frame_7830.jpg,1280,720,0,216,284,639,car
7076,VID_20210502_174603_frame_6050.jpg,1280,720,763,235,1000,392,person
3440,20210505_165907_frame_10850.jpg,1280,720,825,313,872,365,motorcycle
2601,20210501_162114_frame_16480.jpg,1280,720,661,356,697,410,motorcycle
772,20210501_150607_frame_4630.jpg,1280,720,1121,338,1214,449,motorcycle
816,20210501_150607_frame_4750.jpg,1280,720,403,295,459,405,person
1181,20210501_150607_frame_7220.jpg,1280,720,609,307,654,360,car
6550,VID_20210429_144011_frame_44300.jpg,1280,720,732,280,838,389,car
2,20210501_150607_frame_10.jpg,1280,720,449,300,1112,578,car
3476,20210505_165907_frame_11400.jpg,1280,720,865,302,891,381,person
3022,20210503_153255_frame_980.jpg,1280,720,731,372,768,428,motorcycle
3070,20210503_154550_frame_2010.jpg,1280,720,740,407,844,548,motorcycle
172,20210501_150607_frame_11760.jpg,1280,720,927,271,1033,462,person
662,20210501_150607_frame_4340.jpg,1280,720,219,304,321,379,car
5613,20210505_173347_frame_1840.jpg,1280,720,661,312,685,379,person
1654,20210501_154632_frame_1690.jpg,1280,720,1059,293,1221,429,car
7189,VID_20210510_171657_frame_8810.jpg,1280,720,672,283,968,487,car
1298,20210501_154025_frame_1440.jpg,1280,720,992,292,1042,427,person
3396,20210505_165907_frame_10080.jpg,1280,720,786,284,861,461,person
2240,20210501_160847_frame_4660.jpg,1280,720,605,273,788,414,car
4453,20210505_173347_frame_1070.jpg,1280,720,592,307,669,384,car
3829,20210505_165907_frame_18340.jpg,1280,720,673,293,775,395,car
6208,VID_20210429_144011_frame_1630.jpg,1280,720,935,312,980,381,motorcycle
6439,VID_20210429_144011_frame_20580.jpg,1280,720,654,354,701,386,car
1613,20210501_154632_frame_1580.jpg,1280,720,589,308,653,367,car
3414,20210505_165907_frame_10170.jpg,1280,720,1160,281,1278,417,car
4977,20210505_173347_frame_140.jpg,1280,720,640,354,723,492,motorcycle
2552,20210501_162114_frame_14020.jpg,1280,720,420,334,549,395,car
681,20210501_150607_frame_4380.jpg,1280,720,616,307,731,378,car
730,20210501_150607_frame_4480.jpg,1280,720,800,327,828,382,motorcycle
1234,20210501_150607_frame_8780.jpg,1280,720,565,306,626,383,other vehicles
6579,VID_20210429_144011_frame_46960.jpg,1280,720,892,264,986,463,person
5036,20210505_173347_frame_14330.jpg,1280,720,674,312,755,390,car
435,20210501_150607_frame_13490.jpg,1280,720,1046,295,1280,500,car
174,20210501_150607_frame_11760.jpg,1280,720,0,226,224,459,car
6526,VID_20210429_144011_frame_44130.jpg,1280,720,496,238,710,495,car
5311,20210505_173347_frame_15870.jpg,1280,720,790,339,839,410,motorcycle
3062,20210503_154550_frame_1910.jpg,1280,720,72,437,199,578,motorcycle
3620,20210505_165907_frame_16850.jpg,1280,720,1,395,99,686,person
1066,20210501_150607_frame_5750.jpg,1280,720,1116,301,1219,354,car
745,20210501_150607_frame_4510.jpg,1280,720,1113,283,1278,428,car
2250,20210501_160847_frame_4690.jpg,1280,720,474,341,520,386,car
734,20210501_150607_frame_4490.jpg,1280,720,1036,285,1275,478,car
2933,20210503_153255_frame_5380.jpg,1280,720,268,360,359,570,person
748,20210501_150607_frame_4530.jpg,1280,720,202,287,330,482,other vehicles
47,20210501_150607_frame_10580.jpg,1280,720,777,302,932,407,car
2144,20210501_160847_frame_330.jpg,1280,720,614,344,657,385,car
3468,20210505_165907_frame_11380.jpg,1280,720,953,276,1261,409,car
6465,VID_20210429_144011_frame_22350.jpg,1280,720,1035,326,1240,420,car
3624,20210505_165907_frame_16860.jpg,1280,720,677,297,765,385,car
3421,20210505_165907_frame_10780.jpg,1280,720,587,352,694,555,motorcycle
5220,20210505_173347_frame_15210.jpg,1280,720,551,225,591,257,car
3418,20210505_165907_frame_10180.jpg,1280,720,646,284,721,472,person
2220,20210501_160847_frame_4600.jpg,1280,720,323,302,398,363,car
6247,VID_20210429_144011_frame_1710.jpg,1280,720,1115,292,1175,387,person
5099,20210505_173347_frame_14790.jpg,1280,720,344,314,465,413,car
7035,VID_20210502_174603_frame_2540.jpg,1280,720,2,210,316,557,car
4916,20210505_173347_frame_1380.jpg,1280,720,1028,292,1079,440,person
995,20210501_150607_frame_5070.jpg,1280,720,0,270,80,481,person
11,20210501_150607_frame_10070.jpg,1280,720,769,305,792,352,person
1256,20210501_150607_frame_9430.jpg,1280,720,644,305,698,346,car
471,20210501_150607_frame_1420.jpg,1280,720,145,248,241,482,person
3112,20210503_154550_frame_2910.jpg,1280,720,1113,386,1236,508,motorcycle
5628,20210505_173347_frame_1860.jpg,1280,720,936,331,960,379,motorcycle
5767,20210505_173347_frame_760.jpg,1280,720,381,295,565,457,car
1952,20210501_160847_frame_2160.jpg,1280,720,273,324,324,482,person
6657,VID_20210429_144011_frame_49280.jpg,1280,720,747,301,864,403,car
5039,20210505_173347_frame_14360.jpg,1280,720,661,318,751,392,car
3837,20210505_165907_frame_18410.jpg,1280,720,660,296,759,393,car
6139,VID_20210429_144011_frame_1380.jpg,1280,720,951,284,1151,386,car
5355,20210505_173347_frame_16280.jpg,1280,720,1076,284,1152,452,person
5529,20210505_173347_frame_1780.jpg,1280,720,1149,312,1280,464,motorcycle
6805,VID_20210429_155708_frame_780.jpg,1280,720,425,314,470,430,person
6867,VID_20210429_160703_frame_1230.jpg,1280,720,969,407,1002,479,motorcycle
2939,20210503_153255_frame_5840.jpg,1280,720,175,401,334,661,motorcycle
1798,20210501_154632_frame_7330.jpg,1280,720,577,355,622,437,motorcycle
3715,20210505_165907_frame_17360.jpg,1280,720,656,300,752,402,car
5956,VID_20210429_120705_frame_540.jpg,1920,1080,827,341,928,492,motorcycle
3441,20210505_165907_frame_10850.jpg,1280,720,545,331,666,563,motorcycle
3595,20210505_165907_frame_16770.jpg,1280,720,520,339,587,414,motorcycle
7045,VID_20210502_174603_frame_2670.jpg,1280,720,939,229,1020,449,person
1793,20210501_154632_frame_7310.jpg,1280,720,936,327,1091,523,motorcycle
776,20210501_150607_frame_4640.jpg,1280,720,201,291,354,371,car
1751,20210501_154632_frame_1870.jpg,1280,720,305,255,574,494,car
6413,VID_20210429_144011_frame_20200.jpg,1280,720,658,336,770,428,car
5173,20210505_173347_frame_15020.jpg,1280,720,611,329,658,378,car
1604,20210501_154632_frame_1530.jpg,1280,720,1075,309,1253,462,car
1833,20210501_154632_frame_970.jpg,1280,720,700,285,777,356,car
6911,VID_20210430_155115_frame_5010.jpg,1280,720,653,304,669,341,person
6069,VID_20210429_144011_frame_12710.jpg,1280,720,1034,362,1160,544,motorcycle
1782,20210501_154632_frame_1930.jpg,1280,720,10,248,220,650,person
1292,20210501_154025_frame_140.jpg,1280,720,391,318,552,502,motorcycle
2879,20210503_153255_frame_3030.jpg,1280,720,193,369,327,696,other vehicles
7133,VID_20210510_171657_frame_13950.jpg,1280,720,1210,291,1280,365,car
3294,20210503_154550_frame_6860.jpg,1280,720,579,365,608,420,motorcycle
990,20210501_150607_frame_5060.jpg,1280,720,119,347,250,433,motorcycle
265,20210501_150607_frame_12000.jpg,1280,720,219,274,403,410,car
5423,20210505_173347_frame_170.jpg,1280,720,743,319,811,387,car
1671,20210501_154632_frame_1710.jpg,1280,720,924,283,967,388,person
2238,20210501_160847_frame_4650.jpg,1280,720,556,333,583,409,person
1231,20210501_150607_frame_8770.jpg,1280,720,574,314,628,378,other vehicles
6899,VID_20210430_155115_frame_32200.jpg,1280,720,424,309,467,385,motorcycle
4185,20210505_171959_frame_310.jpg,1280,720,328,356,464,538,other vehicles
826,20210501_150607_frame_4760.jpg,1280,720,341,283,391,457,person
4275,20210505_171959_frame_510.jpg,1280,720,930,324,946,358,motorcycle
5120,20210505_173347_frame_1490.jpg,1280,720,1101,322,1269,533,motorcycle
5148,20210505_173347_frame_14990.jpg,1280,720,609,322,660,374,car
2107,20210501_160847_frame_2870.jpg,1280,720,868,307,902,454,person
3547,20210505_165907_frame_12200.jpg,1280,720,194,352,342,605,motorcycle
3999,20210505_165907_frame_22860.jpg,1280,720,239,263,506,396,car
1699,20210501_154632_frame_1780.jpg,1280,720,89,252,193,433,person
5749,20210505_173347_frame_7300.jpg,1280,720,276,325,328,515,person
4658,20210505_173347_frame_12570.jpg,1280,720,688,322,768,380,car
249,20210501_150607_frame_11980.jpg,1280,720,899,273,1033,512,person
3388,20210505_165907_frame_10050.jpg,1280,720,762,278,831,455,person
4836,20210505_173347_frame_1340.jpg,1280,720,614,300,793,468,car
6007,VID_20210429_144011_frame_11520.jpg,1280,720,646,333,683,410,person
6169,VID_20210429_144011_frame_14390.jpg,1280,720,777,340,843,458,motorcycle
3558,20210505_165907_frame_12380.jpg,1280,720,900,296,970,448,person
20,20210501_150607_frame_10460.jpg,1280,720,663,305,697,338,car
299,20210501_150607_frame_12200.jpg,1280,720,866,250,1175,477,car
4450,20210505_173347_frame_10670.jpg,1280,720,995,226,1278,504,car
210,20210501_150607_frame_11870.jpg,1280,720,736,293,859,394,car
3020,20210503_153255_frame_970.jpg,1280,720,719,369,746,415,motorcycle
1880,20210501_160847_frame_1900.jpg,1280,720,586,345,621,376,car
3276,20210503_154550_frame_6770.jpg,1280,720,698,405,810,587,motorcycle
1902,20210501_160847_frame_1970.jpg,1280,720,617,299,725,392,car
1752,20210501_154632_frame_1870.jpg,1280,720,596,287,661,387,person
5610,20210505_173347_frame_1840.jpg,1280,720,554,365,650,539,motorcycle
4379,20210505_171959_frame_8770.jpg,1280,720,758,302,821,363,car
4549,20210505_173347_frame_11980.jpg,1280,720,954,211,1280,572,car
5667,20210505_173347_frame_2480.jpg,1280,720,228,287,478,504,car
6605,VID_20210429_144011_frame_49000.jpg,1280,720,949,247,1118,426,car
3788,20210505_165907_frame_17960.jpg,1280,720,648,281,785,412,car
280,20210501_150607_frame_12040.jpg,1280,720,616,288,651,374,person
2367,20210501_160847_frame_5850.jpg,1280,720,845,315,1046,450,car
3965,20210505_165907_frame_21530.jpg,1280,720,838,334,914,450,motorcycle
6168,VID_20210429_144011_frame_14390.jpg,1280,720,777,323,825,392,person
1053,20210501_150607_frame_5610.jpg,1280,720,1088,348,1245,536,motorcycle
5656,20210505_173347_frame_2350.jpg,1280,720,766,334,799,400,motorcycle
706,20210501_150607_frame_4420.jpg,1280,720,0,205,104,561,person
1728,20210501_154632_frame_1820.jpg,1280,720,368,271,590,459,car
677,20210501_150607_frame_4370.jpg,1280,720,42,311,234,570,other vehicles
3542,20210505_165907_frame_12170.jpg,1280,720,451,286,511,420,person
2369,20210501_160847_frame_5850.jpg,1280,720,680,362,705,403,motorcycle
6878,VID_20210429_160703_frame_1260.jpg,1280,720,920,389,998,445,car
1615,20210501_154632_frame_1580.jpg,1280,720,798,307,894,378,car
3084,20210503_154550_frame_2310.jpg,1280,720,589,383,632,440,motorcycle
3969,20210505_165907_frame_2180.jpg,1280,720,0,264,310,451,car
5360,20210505_173347_frame_1630.jpg,1280,720,768,329,790,371,motorcycle
1489,20210501_154632_frame_120.jpg,1280,720,775,346,816,485,person
4090,20210505_165907_frame_25570.jpg,1280,720,892,355,1038,550,motorcycle
4715,20210505_173347_frame_1280.jpg,1280,720,63,330,162,595,person
3147,20210503_154550_frame_3980.jpg,1280,720,709,229,1248,615,car
5711,20210505_173347_frame_5330.jpg,1280,720,614,338,669,416,motorcycle
6354,VID_20210429_144011_frame_18850.jpg,1280,720,732,330,786,386,car
3399,20210505_165907_frame_10100.jpg,1280,720,724,339,854,514,motorcycle
788,20210501_150607_frame_4670.jpg,1280,720,1101,386,1280,672,motorcycle
7214,VID_20210510_171657_frame_9470.jpg,1280,720,1155,254,1266,514,person
1723,20210501_154632_frame_1810.jpg,1280,720,242,257,313,513,person
1023,20210501_150607_frame_5410.jpg,1280,720,588,306,651,406,motorcycle
3949,20210505_165907_frame_21050.jpg,1280,720,910,298,987,424,person
4152,20210505_171959_frame_1910.jpg,1280,720,514,344,544,395,person
6573,VID_20210429_144011_frame_46390.jpg,1280,720,379,346,471,460,other vehicles
5671,20210505_173347_frame_250.jpg,1280,720,791,296,994,449,car
3583,20210505_165907_frame_16260.jpg,1280,720,660,204,719,321,motorcycle
3164,20210503_154550_frame_4090.jpg,1280,720,506,348,587,431,car
4590,20210505_173347_frame_12170.jpg,1280,720,660,315,750,388,car
2460,20210501_161529_frame_2960.jpg,1280,720,1018,366,1103,444,motorcycle
3318,20210503_154550_frame_7700.jpg,1280,720,692,378,718,416,motorcycle
6974,VID_20210502_174603_frame_13170.jpg,1280,720,0,286,241,450,car
50,20210501_150607_frame_10590.jpg,1280,720,1079,317,1124,425,person
2018,20210501_160847_frame_2380.jpg,1280,720,563,336,603,383,car
2659,20210503_152226_frame_1540.jpg,1280,720,559,360,595,435,motorcycle
6118,VID_20210429_144011_frame_13670.jpg,1280,720,822,339,875,447,motorcycle
4074,20210505_165907_frame_24300.jpg,1280,720,409,366,517,538,motorcycle
1206,20210501_150607_frame_7890.jpg,1280,720,950,365,1092,519,motorcycle
5838,VID_20210429_120705_frame_2260.jpg,1920,1080,1119,313,1185,418,motorcycle
1945,20210501_160847_frame_2140.jpg,1280,720,392,336,456,400,car
5900,VID_20210429_120705_frame_3540.jpg,1920,1080,18,123,269,409,car
4167,20210505_171959_frame_280.jpg,1280,720,529,346,580,432,other vehicles
3854,20210505_165907_frame_18540.jpg,1280,720,810,327,844,387,motorcycle
453,20210501_150607_frame_13580.jpg,1280,720,657,282,699,341,car
3390,20210505_165907_frame_10060.jpg,1280,720,765,340,881,504,motorcycle
4444,20210505_173347_frame_10630.jpg,1280,720,756,314,813,359,car
5950,VID_20210429_120705_frame_530.jpg,1920,1080,864,226,948,430,person
1973,20210501_160847_frame_2210.jpg,1280,720,949,302,1176,411,car
3478,20210505_165907_frame_11410.jpg,1280,720,940,302,967,385,person
4575,20210505_173347_frame_12090.jpg,1280,720,633,317,724,388,car
4073,20210505_165907_frame_24300.jpg,1280,720,423,313,506,483,person
7146,VID_20210510_171657_frame_3770.jpg,1280,720,707,299,801,382,car
5405,20210505_173347_frame_1680.jpg,1280,720,892,329,942,412,motorcycle
5450,20210505_173347_frame_1720.jpg,1280,720,398,308,518,546,person
6210,VID_20210429_144011_frame_16350.jpg,1280,720,1008,391,1162,556,motorcycle
2566,20210501_162114_frame_1420.jpg,1280,720,759,345,829,440,motorcycle
1157,20210501_150607_frame_6740.jpg,1280,720,327,353,540,634,motorcycle
2361,20210501_160847_frame_5830.jpg,1280,720,717,334,775,390,car
5663,20210505_173347_frame_2460.jpg,1280,720,540,348,574,401,motorcycle
2125,20210501_160847_frame_3040.jpg,1280,720,657,340,758,415,car
